Размер,Раздел,Категория,Бренд,Материал одежды,Цвет,Состояние товара,Продавец,Скидка,Цена,Описание,Материал футболок
RU_38,Женское,Вечерние платья,VALENTINO,Шелк,Розовый,Отличное состояние,Частный продавец,77.0,300000.0,"платье, наделала 2 раза",missing_label
INT_S,Женское,Кардиганы,DOLCE&GABBANA,Шерсть,Фиолетовый,Хорошее состояние,Частный продавец,41.0,43650.0,"dolce and gabbana кардиган из шерсти мериноса и кашемира, с бордовыми сердцами, от итальянского дома dolce and gabbana совместно с жилетом состав: 40% шерсть мерино экстрафайн, 25% вискоза, 25% полиамид, 10% кашемир. шерсть мериноса «экстрафайн» (extrafine) — тончайшая шерсть австралийских тонкорунных мериносовых овец. 🌹персональная скидка уместна- посетите основной профиль, ознакомьтесь со своей первой покупкой и получите скидку −25% на 2ю общую или отдельную покупку, а также -25 % на все последующие приобретения!",missing_label
EU_36,Женское,Пальто,JOSEPH,Кашемир,Коричневый,Новое с биркой,Частный продавец,46.0,35000.0,состояние новое,missing_label
FR_40,Женское,Куртки,CELINE,Другое,Коричневый,Отличное состояние,Частный продавец,65.0,250000.0,"бомбер носился мало и очень аккуратно. имеются легкие загрязнения на манжетах, возможны на манжетах еле заметные следы от джинс с внутренней части манжет, без предпродажной подготовки. возможны следы ношения и хранения, мне нюансы не заметны. подойдет на xs-s. бомбер достаточно теплый, не просто ветровка. на осень. москва. уходовые и составные бирки срезаны.",missing_label
INT_XL,Женское,Спортивные костюмы,SPORTY AND RICH,Другое,Коричневый,Новое с биркой,Частный продавец,10.0,36000.0,"в наличии совершенно новый потрясающий комплект модного калифорнийского бренда sporty&rich в красивейшем сочетании цветов espresso/cream, размер xl. унисекс",missing_label
INT_XS/S/M/L,Женское,Футболки,ACNE STUDIOS,Хлопок,Серый,Новое с биркой,Бутик,30.0,33125.0,"acne studios plaster printed t shirt • faded black • если у вас есть вопросы, воспользуйтесь кнопкой «задать вопрос» — мы с радостью ответим!",missing_label
INT_XXS,Женское,Худи и толстовки,ACNE STUDIOS,Хлопок,Салатовый,Новое с биркой,Бутик,27.0,32021.0,"acne studios stamp logo sweatshirt pastel green • light green • если у вас есть вопросы, воспользуйтесь кнопкой «задать вопрос» — мы с радостью ответим!",missing_label
INT_XXS/XS/S/M/L,Женское,Футболки,BALENCIAGA,Хлопок,Черный,Новое с биркой,Бутик,8.0,55209.0,"balenciaga fw25 t shirt regular fit unisex • black • если у вас есть вопросы, воспользуйтесь кнопкой «задать вопрос» — мы с радостью ответим!",missing_label
INT_XS/S/L,Женское,Джемперы и свитеры,POLO RALPH LAUREN,Хлопок,Синий,Новое с биркой,Бутик,6.0,36328.0,"polo ralph lauren cable-knit cotton hoodie • blue • если у вас есть вопросы, воспользуйтесь кнопкой «задать вопрос» — мы с радостью ответим!",missing_label
INT_S,Женское,Худи и толстовки,BALENCIAGA,Хлопок,Черный,Новое с биркой,Бутик,29.0,89284.0,"balenciaga sweatshirt regular fit unisex black • black • если у вас есть вопросы, воспользуйтесь кнопкой «задать вопрос» — мы с радостью ответим!",missing_label
INT_XS,Женское,Футболки,MIU MIU,Хлопок,Темно-синий,Новое с биркой,Бутик,1.0,68481.0,"miu miu ss24 t-shirt women's blue • blue • если у вас есть вопросы, воспользуйтесь кнопкой «задать вопрос» — мы с радостью ответим!",missing_label
INT_M,Женское,Футболки,STUSSY,Хлопок,Белый,Новое с биркой,Бутик,1.0,28910.0,"stussy big basic pigment dyed tee • белый цвет • если у вас есть вопросы, воспользуйтесь кнопкой «задать вопрос» — мы с радостью ответим!",missing_label
INT_M,Женское,Куртки,POLO RALPH LAUREN,Другое,Черный,Новое с биркой,Бутик,45.0,29559.0,"polo ralph lauren jackets & coats women's black • black • если у вас есть вопросы, воспользуйтесь кнопкой «задать вопрос» — мы с радостью ответим!",missing_label
IT_38,Женское,Жакеты и пиджаки,PHILOSOPHY DI LORENZO SERAFINI,Другое,Голубой,Отличное состояние,Частный продавец,5.0,75000.0,"очень красивый и форменный ,продаю размер38it он хорошо будет на девушку 42-44 русский (там плечи большие но по попе лучше придерживаться размерной сетке) нашла себе такой же но больше! очень красивый!на фото мои габариты 95/70/100 (внизу больше нельзя)",missing_label
IT_40,Женское,Юбки миди,CELINE,Кожа,Черный,Отличное состояние,Частный продавец,70.0,130000.0,"прямая юбка из мягчайшей кожи с разрезом спереди , на все времена .на девушку с бёдрами до 100.old céline .",missing_label
INT_S,Женское,Прямые джинсы,IRO,missing_label,Черный,Отличное состояние,Частный продавец,70.0,40000.0,"без нюансов .на бедра до 95,талия до 70",missing_label
